row ID,row m/z,row retention time,SampleB3.mzML Peak area,SampleB4.mzML Peak area,SampleB5.mzML Peak area,SampleB2.mzML Peak area,SampleB1.mzML Peak area,Blank_reg.mzML Peak area,
604,146.9699097,0.728261517,62564.57655,0,67403.31147,0,0,0,
605,152.8805313,3.338035417,215650.0569,0,39903.3716,0,0,0,
606,152.8805898,3.058954398,251987.4748,150567.6258,0,273772.1806,0,0,
607,152.8805822,3.550798882,54624.4827,102547.8225,0,0,269845.2458,0,
608,105.9918747,7.853782309,72512.02965,0,0,47647.63393,0,0,
609,105.9918861,10.73793789,44831.39615,49067.47279,0,0,0,0,
610,365.1173096,1.197374442,0,6.75E+08,0,0,8.00E+08,0,
611,612.7961426,12.11308473,0,3.28E+08,3.86E+08,0,0,0,
612,134.8947601,1.344418785,0,5.65E+08,0,0,0,1100038.514,
613,278.1246643,5.620247001,0,2.91E+08,1.17E+07,0,0,0,
614,718.7605896,12.11308473,0,1.88E+08,2.27E+08,0,0,0,
615,546.8245239,12.10877818,0,2.02E+08,2.32E+08,0,0,0,
616,325.1843567,1.119224376,0,1.47E+08,0,0,0,1369405.496,
617,685.7745514,12.11308473,0,8.03E+07,9.69E+07,0,0,0,
618,738.757253,12.08314697,0,6.56E+07,0,1.06E+08,1.27E+08,0,
619,771.7426351,12.13957294,0,5.33E+07,6.75E+07,0,0,7.07E+08,
620,791.738884,12.09801903,0,4.46E+07,5.88E+07,7.54E+07,8.76E+07,0,
621,227.2016907,1.165444951,0,4.53E+07,1.14E+08,0,0,0,
622,146.9660416,0.277029918,0,8.64E+07,7.59E+07,0,0,0,
623,277.9248352,12.17676766,0,5.54E+07,0,0,0,1.43E+08,
624,126.9051717,3.282211698,0,2.78E+07,0,1.89E+07,1.96E+07,0,
625,119.947094,0.307362201,0,4.19E+07,3.33E+07,0,0,0,
626,842.3159637,1.239132542,0,4434128.81,2.62E+07,0,0,0,
627,284.096227,1.184854576,0,6212700.601,0,4578013.034,9615858.515,0,
628,136.8631643,1.367997754,0,2.71E+07,1.39E+07,6.78E+07,0,0,
629,557.2563629,5.564015234,0,8988630.782,0,2213334.024,0,0,
630,236.7991638,6.382985802,0,2.07E+07,2.41E+07,1.08E+07,0,0,
631,800.7221451,12.13200891,0,1.04E+07,0,2.15E+07,2.65E+07,2.10E+08,
632,234.8023122,6.50400922,0,1.19E+07,0,9847857.2,1132616.1,0,
633,712.2941081,1.257017899,0,1928905.213,0,1551518.34,5298891.318,0,
634,167.836736,1.132273625,0,1.95E+07,1.69E+07,8.15E+07,0,0,
635,116.9725711,6.937266004,0,1.62E+07,3090903.989,2.53E+07,0,0,
636,152.8837967,1.354848042,0,3499619.516,0,5.41E+07,0,0,
637,167.8367869,4.354036054,0,3.70E+07,1.98E+07,4.43E+07,0,0,
638,342.9117584,6.20816511,0,5679380.38,4987618.073,0,0,0,
639,310.8777313,12.47387084,0,1.06E+07,1.78E+07,0,0,0,
640,208.8452988,1.266876194,0,3280121.258,0,0,0,9.40E+08,
641,534.3022614,1.026774349,0,2502906.912,4802301.742,0,0,0,
642,171.8315684,4.43667217,0,2.04E+07,1.54E+07,3.34E+07,0,0,
643,917.3796997,1.277868935,0,1546928.24,5.11E+07,0,0,0,
644,152.8837891,2.461741492,0,1.08E+07,0,2.56E+07,0,0,
645,135.9711151,2.657899176,0,2.02E+07,1.71E+07,0,0,0,
646,177.8448143,6.783266225,0,8809888.756,9484334.126,1.62E+07,1.17E+07,0,
647,150.8867035,2.455720015,0,1.05E+07,0,2.06E+07,0,7.26E+08,
648,216.0514628,4.443785281,0,3206299.949,0,4039877.777,1653707.018,0,
649,177.9031245,6.165481504,0,1.02E+07,0,3276904.454,733986.605,0,
650,123.0452525,12.29921217,0,7528759.48,0,4.03E+07,5.42E+07,0,
651,123.045269,8.074973244,0,1.19E+07,0,0,0,2.05E+07,
652,710.4236755,1.528011418,0,888982.7067,8251274.443,0,0,0,
653,331.1300507,1.468671097,0,866190.3663,4.37E+07,1385861.069,0,0,
654,116.0760536,5.945546676,0,741465.3671,591133.0315,757626.0573,0,0,
655,199.8152504,5.533030902,0,949586.1318,2.61E+07,0,0,0,
656,327.2906189,1.161128277,0,495795.1061,2.93E+07,0,0,0,
657,116.0674915,5.916766851,0,649468.1275,858205.9121,0,0,0,
658,207.0510635,6.308405193,0,731568.9967,2.74E+07,0,0,0,
659,384.2211456,1.074422968,0,192113.7162,1.14E+07,0,0,0,
660,359.2799301,1.061428943,0,201710.2372,2.55E+07,0,0,0,
661,272.0236359,2.860257783,0,307239.2778,3.37E+07,0,0,0,
662,576.2855428,1.936635472,0,321660.3115,1973080.619,0,321106.1973,0,
663,586.244812,2.052804025,0,276324.4363,461442.8848,0,1713488.721,0,
664,216.9094696,8.824728008,0,145871.8655,3379794.569,211875.011,0,0,
665,542.3454895,2.033572718,0,149618.4437,6708829.599,0,0,0,
666,286.0603027,7.259532846,0,124525.5811,1976522.559,115947.257,0,0,
667,305.0647202,3.878733169,0,81302.31027,1.37E+07,0,0,0,
668,174.088445,7.468109091,0,63533.85049,1.85E+07,68287.5749,0,0,
669,150.883503,3.414933535,0,43677.62199,0,0,0,2361778.01,
670,194.9275818,8.809651002,0,38988.21742,1142637.968,0,0,0,
671,150.8835793,3.25575646,0,54068.28718,0,0,253580.754,0,
672,152.8805351,2.931257443,0,62195.41582,33396.97272,0,0,0,
673,105.9918842,8.431551978,0,39698.28994,0,42523.48725,0,0,
674,357.1890182,1.312078407,0,0,1.55E+09,4.89E+08,0,0,
675,371.1682434,1.314532064,0,0,1.50E+09,1.80E+08,5.37E+08,0,
676,393.2773031,1.327605376,0,0,6.28E+08,0,1.01E+09,3.62E+07,
677,393.1656342,1.318768275,0,0,5.56E+08,0,0,1003717.848,
678,365.2459564,1.335999468,0,0,4.29E+08,0,0,4.68E+07,
679,400.8674316,12.19334835,0,0,9.59E+08,0,0,5.37E+09,
680,253.217364,1.162318808,0,0,3.04E+08,1.11E+07,3.28E+07,0,
681,347.8852539,12.19334835,0,0,2.41E+08,0,0,1.63E+09,
682,665.7784119,12.11444539,0,0,1.07E+08,1.44E+08,0,0,
683,758.7528992,12.13167807,0,0,8.51E+07,1.25E+08,0,0,
684,218.9652634,1.901317559,0,0,4.15E+07,0,0,931441.0089,
685,217.0482216,6.429248524,0,0,1.16E+07,1190564.581,0,0,
686,158.0823008,2.070459676,0,0,8906719.933,9538490.149,1.69E+07,0,
687,241.1195107,2.146871265,0,0,5513707.041,322141.5747,0,0,
688,216.9813118,8.887338615,0,0,9520467.8,60969.34239,0,0,
689,121.9441452,3.44440085,0,0,1.40E+07,0,8594872.559,0,
690,273.0203552,4.332319532,0,0,1.84E+07,0,435770.3112,0,
691,199.0376638,5.875166815,0,0,4360730.318,403683.2652,1017584.685,0,
692,242.0517476,6.776141592,0,0,1.07E+07,5348770.325,1893468.713,0,
693,326.7595825,6.597564801,0,0,5205188.384,0,6.00E+07,0,
694,216.981308,3.061824583,0,0,4051429.86,134889.6209,0,0,
695,179.841802,6.793476354,0,0,9717324.031,1.69E+07,1.18E+07,0,
696,198.8922844,5.833428942,0,0,1.26E+07,0,0,4.20E+08,
697,442.6763611,6.580312517,0,0,2484053.333,0,4.01E+07,0,
698,500.6351471,6.580312517,0,0,1486464.973,0,2.95E+07,0,
699,502.6323547,3.4259771,0,0,5261178.409,0,0,8.50E+08,
700,200.8893433,5.898219757,0,0,8320905.988,0,0,2.72E+08,
701,384.7176514,6.580312517,0,0,1768187.552,0,3.26E+07,0,
702,384.7178802,3.297629977,0,0,6512043.695,0,0,3.89E+08,
703,560.5910492,3.412288184,0,0,3873118.88,0,0,9.16E+08,
704,258.8479462,5.919616624,0,0,3756282.832,0,0,5.21E+08,
705,446.6706543,3.421055425,0,0,3731316.456,0,0,3.37E+08,
706,324.7626801,3.438909625,0,0,3220002.22,0,0,4.86E+08,
707,248.8378983,1.707045474,0,0,648177.4308,1.66E+07,1.13E+08,0,
708,558.5935364,3.447676792,0,0,2241150.253,0,0,5.07E+08,
709,132.9206085,1.76804989,0,0,722333.2452,0,7.05E+07,0,
710,180.9315147,12.38858642,0,0,126904.0967,0,1415230.507,0,
711,556.596344,3.516916933,0,0,438917.451,0,0,1.01E+07,
712,384.08284,4.945589909,0,0,84052.25482,0,5.12E+07,0,
713,426.7072754,3.142424534,0,0,84606.59682,0,0,3.91E+08,
714,152.8877716,3.199362885,0,0,109683.0856,111752.2655,0,0,
715,212.0023575,2.620471309,0,0,0,7.22E+07,8.87E+07,0,
716,391.0497589,4.6706711,0,0,0,2.24E+07,3.28E+07,0,
717,134.8653259,0.238046017,0,0,0,1.10E+08,2.68E+08,0,
718,266.8040009,2.394724407,0,0,0,4.68E+07,0,1.33E+09,
719,118.9421329,8.842161799,0,0,0,7407428.741,9090642.728,0,
720,150.8867035,1.807531493,0,0,0,5.03E+07,0,5.83E+08,
721,152.8837433,3.176564126,0,0,0,5.63E+07,0,1.16E+09,
722,184.8586349,6.519272868,0,0,0,1.90E+07,5489186.578,0,
723,210.8423767,2.498058701,0,0,0,2.09E+07,3.90E+07,0,
724,123.0452385,11.90230454,0,0,0,3.88E+07,0,7.17E+07,
725,272.795105,2.394724407,0,0,0,1.86E+07,0,4.39E+08,
726,212.075119,11.9673126,0,0,0,1.06E+07,2.23E+07,1272339.11,
727,550.6382751,4.864971024,0,0,0,1818295.79,0,3.89E+08,
728,245.0546303,6.319425576,0,0,0,239734.4429,1627261.856,0,
729,426.7074203,4.135099884,0,0,0,783890.0461,0,3.03E+08,
730,152.8806458,2.065940401,0,0,0,213806.943,637930.1769,0,
731,152.8805313,4.133112,0,0,0,152066.8314,0,1570639.005,
732,152.8806076,3.794045975,0,0,0,213390.1099,0,2518110.84,
733,272.7950745,0.216359,0,0,0,0,3446261.83,3.51E+08,
734,112.9856796,6.930764994,0,0,0,0,4.19E+07,6030448.209,
735,187.9553223,8.682497508,0,0,0,0,6.25E+07,1.19E+08,
736,246.0572662,4.470633001,0,0,0,0,8.19E+07,2933911.29,
737,246.057312,4.128493367,0,0,0,0,4.49E+07,2670577.945,
738,212.8394089,2.249391626,0,0,0,0,5.08E+07,3.08E+08,
739,154.8807526,2.419335668,0,0,0,0,2.27E+07,1.92E+08,
740,212.0750771,10.45446002,0,0,0,0,2.58E+07,8043202.183,
741,188.9350777,12.18339495,0,0,0,0,3279747.536,1.55E+07,
742,556.5961304,2.094312233,0,0,0,0,1.52E+07,1.29E+08,
743,152.8806305,6.421012335,0,0,0,0,276219.2881,511608.2072,
744,154.8766747,3.06834755,0,0,0,0,149811.1823,1856802.936,
745,150.8835831,2.401985918,0,0,0,0,315133.047,1204408.876,
